,R,W_a_a,Subject,Electrode,Sample rate,Samples,Total Electrodes,Sessions,Number thresholded,W_a_all,W_a_w,W_w_a,W_w_all,W_w_w,Thresholded Electrodes,Total Time (hrs),Average Session Length (hrs),Proportion Thresholded,Experiment
1630,[-31.8   27.94 -45.38],-0.02109672196141039,12,15,250.0,986432,76,2.0,12,0.3751607390293808,0.18831140915788425,0.28474365404707885,0.2609825822970964,0.2486554328684221,64,1.096,0.548,0.158,RAM_FR1
1631,[-10.41  64.67  35.02],0.4701527018559926,12,18,250.0,986432,76,2.0,12,0.7834620563030031,0.6720079226345599,0.43123723125219415,0.44202840416036504,0.44130174724785015,64,1.096,0.548,0.158,RAM_FR1
1632,[-11.38 -54.29 -58.54],0.4286814915666824,12,2,250.0,986432,76,2.0,12,0.5169299670853907,0.5324820480767343,0.328615763778596,0.3064958484561792,0.2904330370872529,64,1.096,0.548,0.158,RAM_FR1
1633,[-2.92 65.26 29.74],0.690139207369199,12,17,250.0,986432,76,2.0,12,0.8579258997142283,0.8403514360407915,0.4842061508917725,0.4875253542778166,0.5344529872758619,64,1.096,0.548,0.158,RAM_FR1
1634,[-30.81 -32.26 -50.67],0.6416860759508606,12,5,250.0,986432,76,2.0,12,0.7679970358365601,0.7034652693794222,0.4789374517813252,0.44912731207978734,0.4402473937325138,64,1.096,0.548,0.158,RAM_FR1
1635,[-56.98 -26.74 -39.76],0.499968434795715,12,46,250.0,986432,76,2.0,12,0.4715213062157567,0.1965083545790516,0.4397499268345095,0.4251919892430638,0.4203525985835279,64,1.096,0.548,0.158,RAM_FR1
1636,[-59.22 -20.77 -30.1 ],0.4548279503061772,12,47,250.0,986432,76,2.0,12,0.3083381788163797,0.2354096755064812,0.380647395493222,0.35529613017726763,0.34477981046181905,64,1.096,0.548,0.158,RAM_FR1
1637,[-52.77 -32.47 -47.41],0.3707859472878898,12,45,250.0,986432,76,2.0,12,0.40440848497426857,0.21210726797816426,0.3063993735472117,0.3014131720317886,0.30528334519630723,64,1.096,0.548,0.158,RAM_FR1
1638,[-46.88 -39.39 -53.42],0.4586645033029978,12,44,250.0,986432,76,2.0,12,0.4313805931932764,0.2143998840753538,0.23043474524538934,0.22202495304675465,0.20861466012049595,64,1.096,0.548,0.158,RAM_FR1
1639,[ 0.33 61.39 19.91],0.43204431426248535,12,16,250.0,986432,76,2.0,12,0.7033908436943829,0.6706096234513513,0.40731930241670705,0.4165974858560176,0.4088236817735579,64,1.096,0.548,0.158,RAM_FR1
1640,[-40.51 -18.   -48.55],0.502969853348656,12,51,250.0,986432,76,2.0,12,0.5575612857771199,0.13867642333301286,0.4647100538592113,0.4882085447154043,0.4730279332132901,64,1.096,0.548,0.158,RAM_FR1
1641,[-51.96 -47.73 -48.29],0.4577685309507622,12,50,250.0,986432,76,2.0,12,0.4184849079013953,0.2624973469313145,0.2303007221637645,0.2207732462001239,0.21787390483165844,64,1.096,0.548,0.158,RAM_FR1
1642,[-41.22  31.94 -42.18],0.4578166732610434,12,6,250.0,986432,76,2.0,12,0.7180551643290551,0.7011097682700564,0.4587591699315433,0.5270405983002018,0.458544690554182,64,1.096,0.548,0.158,RAM_FR1
1643,[-60.33 -29.15 -23.64],0.3442392098989057,12,54,250.0,986432,76,2.0,12,0.4313898586445472,0.3291046174906964,0.22011429748664965,0.20092243016082653,0.19480936019208725,64,1.096,0.548,0.158,RAM_FR1
1644,[-56.1  -41.86 -41.45],0.583593077372683,12,52,250.0,986432,76,2.0,12,0.6532408516598763,0.6370289388068835,0.33981045101256513,0.3353189145192519,0.3325669396647209,64,1.096,0.548,0.158,RAM_FR1
1645,[-59.05 -34.91 -33.36],0.3459205735166371,12,53,250.0,986432,76,2.0,12,0.5265428991548278,0.3637037297961981,0.27782004849333714,0.2682220795320554,0.2643765497627845,64,1.096,0.548,0.158,RAM_FR1
1646,[-59.36 -14.6  -21.  ],0.7322147249265457,12,48,250.0,986432,76,2.0,12,0.4840681440653747,0.3006515598104067,0.3238045833740377,0.322214634875299,0.3025794516088132,64,1.096,0.548,0.158,RAM_FR1
1647,[-57.94  -0.51 -19.27],0.40951823732325215,12,43,250.0,986432,76,2.0,12,0.12529612023337194,0.1975080820630076,0.3119681323639831,0.2508342514513253,0.1940938546218127,64,1.096,0.548,0.158,RAM_FR1
1648,[-57.56  -8.52 -10.84],0.32733271273843423,12,49,250.0,986432,76,2.0,12,0.2794122144044775,0.3345837816872255,0.10844366398804414,0.09520526227538337,0.0799278855357074,64,1.096,0.548,0.158,RAM_FR1
1649,[-39.72 -31.96 -53.4 ],0.6190087595553744,12,61,250.0,986432,76,2.0,12,0.6738048824859292,0.418272116147545,0.5107478564145107,0.5067744196830903,0.4987328844922714,64,1.096,0.548,0.158,RAM_FR1
1650,[-56.73   8.35 -25.62],0.257950410046262,12,60,250.0,986432,76,2.0,12,0.29444120232037724,0.2797729919712001,0.16499858697046246,0.14599883500580507,0.0986764348566616,64,1.096,0.548,0.158,RAM_FR1
1651,[-32.01  44.83  28.42],0.10234466388113836,12,20,250.0,986432,76,2.0,12,0.2299276679303957,0.26461905212943154,0.2394898785028069,0.2181931461439152,0.15540691353592828,64,1.096,0.548,0.158,RAM_FR1
1652,[-59.48 -22.85 -13.54],0.2083929525328007,12,55,250.0,986432,76,2.0,12,0.12084505504866624,0.3957459451668925,0.3169138882243763,0.3067504695480749,0.3027786829452457,64,1.096,0.548,0.158,RAM_FR1
1653,[-54.01  -4.19 -42.71],0.04169680672535637,12,58,250.0,986432,76,2.0,12,0.5388339914613541,0.4328046105040667,0.4109064246048145,0.3862807773820234,0.3791805099569523,64,1.096,0.548,0.158,RAM_FR1
1654,[-57.71 -17.11  -4.3 ],0.21221664270903604,12,56,250.0,986432,76,2.0,12,0.3105702932655976,0.2500739344984224,0.29246999867065143,0.26114853958254924,0.22475352622952016,64,1.096,0.548,0.158,RAM_FR1
1655,[-48.04 -10.09 -45.91],0.10501047194506777,12,57,250.0,986432,76,2.0,12,0.4459390924248299,0.0837788394409071,0.6001508133104674,0.5904616041457158,0.5829108639992194,64,1.096,0.548,0.158,RAM_FR1
1656,[-58.43   2.75 -35.66],0.28296435319128577,12,59,250.0,986432,76,2.0,12,0.1191804272393344,0.2158796066032603,0.299894007009598,0.30451242369750564,0.2455610851561449,64,1.096,0.548,0.158,RAM_FR1
1657,[-46.94 -24.78 -50.04],0.4554480051669521,12,62,250.0,986432,76,2.0,12,0.5694368704420327,0.5078178335069137,0.4246115399043002,0.4034174345066229,0.3979343326643281,64,1.096,0.548,0.158,RAM_FR1
1658,[-54.09 -19.09 -44.46],0.7173712585483981,12,63,250.0,986432,76,2.0,12,0.6652117352185658,0.5383887041490563,0.5070466054487913,0.502975042850567,0.4965802686201332,64,1.096,0.548,0.158,RAM_FR1
1659,[-15.86  47.07  -9.1 ],0.5576838917691331,12,25,250.0,986432,76,2.0,12,0.6710823675255498,0.39223061560707706,0.4663969435204198,0.4491481641859685,0.4199122118890645,64,1.096,0.548,0.158,RAM_FR1
1660,[-39.93  29.07  18.74],0.15229374162944173,12,22,250.0,986432,76,2.0,12,0.3213158941466507,0.3238905663108445,0.20579852492022274,0.19404950498116594,0.17731186862071266,64,1.096,0.548,0.158,RAM_FR1
1661,[-4.21 63.88 -8.06],0.2764151687233242,12,23,250.0,986432,76,2.0,12,0.488692062048617,0.32502350319005124,0.3526913409372612,0.3478463841706536,0.3329081747527104,64,1.096,0.548,0.158,RAM_FR1
1662,[-33.93   1.74 -24.37],0.4134323040595311,12,1,250.0,986432,76,2.0,12,0.50563590218494,0.7010394086334021,0.2346606368315611,0.285277202223285,0.2271132941521921,64,1.096,0.548,0.158,RAM_FR1
1663,[-50.06  15.67 -16.27],0.36963741531341743,12,9,250.0,986432,76,2.0,12,0.4733755056678419,0.32072006588149504,0.2932030950397281,0.2429359741090185,0.24868062953011624,64,1.096,0.548,0.158,RAM_FR1
1664,[-26.15  52.11  32.95],0.2112706880397906,12,19,250.0,986432,76,2.0,12,0.4553009927910081,0.3628674821066686,0.25506700468440346,0.2562785589590821,0.24868748232122884,64,1.096,0.548,0.158,RAM_FR1
1665,[-24.38 -40.24 -51.74],0.6321244151750346,12,4,250.0,986432,76,2.0,12,0.6458885172002704,0.4795162755940399,0.4279024433886047,0.4003468914575201,0.3915136073936167,64,1.096,0.548,0.158,RAM_FR1
1666,[-9.28 54.12 -9.23],0.4861332378130552,12,24,250.0,986432,76,2.0,12,0.5550706920706371,0.44820834502749984,0.25135355863709674,0.236675664669137,0.21933516069606465,64,1.096,0.548,0.158,RAM_FR1
1667,[-36.54  36.75  23.87],0.2084809922917158,12,21,250.0,986432,76,2.0,12,0.3233704282893657,0.4180997865438285,0.1582822459716699,0.13805459228186945,0.12105602461880825,64,1.096,0.548,0.158,RAM_FR1
1668,[-30.21   0.05 -25.17],0.10168173354584442,12,0,250.0,986432,76,2.0,12,0.4271084312887485,0.7425243223898135,0.2706634296279106,0.2652101921184501,0.2517032310308168,64,1.096,0.548,0.158,RAM_FR1
1669,[-50.93   8.94  -7.68],0.5839350140930468,12,10,250.0,986432,76,2.0,12,0.2591237209598547,0.4605390078926102,0.39201000108100376,0.2601365538723424,0.0972008596556839,64,1.096,0.548,0.158,RAM_FR1
1670,[-36.24  37.93 -35.05],0.6325280134065321,12,12,250.0,986432,76,2.0,12,-0.14266255983000578,0.7673912768893497,0.6861683875021769,0.6614311376930124,0.6137053713567823,64,1.096,0.548,0.158,RAM_FR1
1671,[-18.19 -47.35 -54.35],0.6330269923349457,12,3,250.0,986432,76,2.0,12,0.6805809968913386,0.5896046210444127,0.3979785961127483,0.3662000419921612,0.35885162695138145,64,1.096,0.548,0.158,RAM_FR1
1672,[ 17.05 -12.29 -27.78],0.6300354288086685,13,20,250.0,3894668,36,2.0,2,0.6024149734659235,0.42686885984865824,0.1327500514785084,0.024795999167604468,-0.02147784458726543,34,4.327,2.164,0.056,RAM_FR1
1673,[25.1  17.12 49.35],0.3014643848254679,13,18,250.0,3894668,36,2.0,2,0.8385504237512311,0.7519081847253221,0.21937073178553865,0.1488735677684293,0.08534072226635601,34,4.327,2.164,0.056,RAM_FR1
1674,[18.44 15.4  41.45],0.8671103735102349,13,16,250.0,3894668,36,2.0,2,0.8752408749338735,0.6399485132581801,0.16605558555526395,0.11708891930870087,0.07864762836972103,34,4.327,2.164,0.056,RAM_FR1
1675,[22.03 16.31 45.45],0.8988197313915147,13,17,250.0,3894668,36,2.0,2,0.8138809646405923,0.5210631153098089,0.26046414108757765,0.143262763476659,0.07750433832797919,34,4.327,2.164,0.056,RAM_FR1
1676,[ 21.58   2.4  -28.53],0.6294767024851464,13,3,250.0,3894668,36,2.0,2,0.7810533578842945,0.4471988771361605,0.21706857610679806,0.08597007029532386,0.021213599968606042,34,4.327,2.164,0.056,RAM_FR1
1677,[ 18.33   0.58 -30.38],0.6772021054412488,13,2,250.0,3894668,36,2.0,2,0.7332629157383254,0.7447806205906076,-0.010251877934544636,-0.018255516084486844,0.10818177528397996,34,4.327,2.164,0.056,RAM_FR1
1678,[-32.52  26.99  22.13],0.7228902607215778,13,1,250.0,3894668,36,2.0,2,0.3995955952888573,0.5789450033124627,0.3009410107700181,0.2696438457752135,0.23931799499717324,34,4.327,2.164,0.056,RAM_FR1
1679,[-28.83  26.27  17.35],0.8989160073787859,13,0,250.0,3894668,36,2.0,2,0.2532720085165165,0.6976970362880062,-0.4310742038034599,-0.22671380157950005,-0.124859504922852,34,4.327,2.164,0.056,RAM_FR1
1680,[-1.78 30.71 25.89],0.9242525088656312,13,4,250.0,3894668,36,2.0,2,0.9483674388268134,0.91042362002275,0.3737251473696047,0.2456026872371446,0.16507378497003966,34,4.327,2.164,0.056,RAM_FR1
1681,[27.66 17.83 53.16],0.4354393990448189,13,19,250.0,3894668,36,2.0,2,0.8560836833580122,0.6855522213071951,-0.03853898021673214,-0.07047583036441928,-0.08862433355734266,34,4.327,2.164,0.056,RAM_FR1
1682,[-0.82 32.34 31.56],0.5878712902149378,13,5,250.0,3894668,36,2.0,2,0.9475869158405666,0.8332163714728663,0.40791446640152,0.3018550159827673,0.2246971763574263,34,4.327,2.164,0.056,RAM_FR1
1683,[ 26.7  -14.34 -26.82],0.7923422321178627,13,22,250.0,3894668,36,2.0,2,-0.005689919027231274,0.4939485020037762,0.4659888056357366,0.2295272462545749,0.09227976464220902,34,4.327,2.164,0.056,RAM_FR1
1684,[ 21.47 -12.04 -28.04],0.6420855555082486,13,21,250.0,3894668,36,2.0,2,0.11940343967716367,0.3474335035142033,0.10613726554558206,0.13380007808162558,0.09160420962994206,34,4.327,2.164,0.056,RAM_FR1
1685,[ 6.03 28.92 27.49],0.9400053902326598,13,12,250.0,3894668,36,2.0,2,0.7501181359612135,0.8952924797759598,0.3666021665550439,0.2283243968036446,0.1232675331647497,34,4.327,2.164,0.056,RAM_FR1
1686,[ 4.   20.44 49.48],-0.020610625848838292,13,11,250.0,3894668,36,2.0,2,0.6383487415864091,0.3624508322145712,0.10869994253558804,0.03216874546000287,0.00605679989319282,34,4.327,2.164,0.056,RAM_FR1
1687,[ 3.45 19.38 33.93],0.9519286844841618,13,8,250.0,3894668,36,2.0,2,0.9609163759689716,0.9450862781027376,0.5010353227018325,0.2871195991337683,0.11868698419170552,34,4.327,2.164,0.056,RAM_FR1
1688,[-0.69 35.68 40.31],0.014134012643032,13,7,250.0,3894668,36,2.0,2,0.7039429512066127,0.5144746650411082,0.17682662724065268,0.09368807091173184,0.05624510133742592,34,4.327,2.164,0.056,RAM_FR1
1689,[-0.9  34.81 35.88],0.3554603358225014,13,6,250.0,3894668,36,2.0,2,0.8443458783929221,0.6872552633286939,0.4192457117674131,0.28043321769215523,0.1707411971251509,34,4.327,2.164,0.056,RAM_FR1
1690,[ 3.7  20.11 45.02],0.9352017790769012,13,10,250.0,3894668,36,2.0,2,0.8487633310825379,0.7682838536433028,0.3533549550580025,0.2036572436445799,0.06637388643085051,34,4.327,2.164,0.056,RAM_FR1
1691,[ 4.61 19.95 39.66],0.9374719022844594,13,9,250.0,3894668,36,2.0,2,0.939921416728134,0.7525677210839747,0.34690064387493946,0.2866634088729776,0.2316309462562895,34,4.327,2.164,0.056,RAM_FR1
1692,[ 7.88 30.59 31.12],0.5103463124353678,13,13,250.0,3894668,36,2.0,2,0.37787662684661694,0.4853177206776806,0.42171185600693184,0.3147166037779713,0.233951515837062,34,4.327,2.164,0.056,RAM_FR1
1693,[11.28 31.53 36.18],0.8130054420894085,13,14,250.0,3894668,36,2.0,2,0.9616244770943092,0.8063273115665016,0.4836893225397091,0.3614299618352291,0.23957481853287296,34,4.327,2.164,0.056,RAM_FR1
1694,[12.95 33.25 40.89],0.32648648479086817,13,15,250.0,3894668,36,2.0,2,0.8507558527827751,0.6532798648846613,0.20518981105267975,0.114198215029072,0.06465174759357838,34,4.327,2.164,0.056,RAM_FR1
1695,[16.17 24.87 -6.3 ],0.9284762858356224,13,26,250.0,3894668,36,2.0,2,0.9468595561171632,0.727265385637923,0.2167405342501288,0.18029397748036166,0.20639870138147495,34,4.327,2.164,0.056,RAM_FR1
1696,[ 15.39  23.2  -13.67],0.2779069986040565,13,32,250.0,3894668,36,2.0,2,0.028500139279706245,0.6939686016076028,0.09429023852500884,0.15420875850744628,0.16938668857993688,34,4.327,2.164,0.056,RAM_FR1
1697,[18.06 25.31 -4.69],-0.026082269782838903,13,28,250.0,3894668,36,2.0,2,0.8508366141186848,0.7403167701447252,0.17466270533247774,0.16998274943467712,0.20234984224537395,34,4.327,2.164,0.056,RAM_FR1
1698,[ 10.92  22.25 -15.82],0.7460278801836766,13,31,250.0,3894668,36,2.0,2,0.9414431457394156,0.8123083436496773,-0.003450057350353995,0.04870936121453297,0.1109308486147513,34,4.327,2.164,0.056,RAM_FR1
1699,[ 13.1   24.06 -10.56],0.703166772372666,13,25,250.0,3894668,36,2.0,2,0.9481301301980282,0.907684898323894,0.15935650324831113,0.1725760693853206,0.1761225436107612,34,4.327,2.164,0.056,RAM_FR1
1700,[24.43 23.58  2.57],0.18689018817742736,13,30,250.0,3894668,36,2.0,2,0.7569452895729338,0.5282317593048599,0.3234522571458782,0.15341788031656242,0.03135687183125658,34,4.327,2.164,0.056,RAM_FR1
1701,[  9.89  22.05 -16.03],0.9692155795812746,13,24,250.0,3894668,36,2.0,2,0.970548084712022,0.965074825354508,-0.019166846640925828,0.06707173275516705,0.1483617173447221,34,4.327,2.164,0.056,RAM_FR1
1702,[21.51 23.98 -0.26],0.3472240592145859,13,29,250.0,3894668,36,2.0,2,0.16740070330392107,0.4718239563225656,0.2947244548589323,0.21230067991852813,0.1512984352768508,34,4.327,2.164,0.056,RAM_FR1
1703,[ 31.39 -15.7  -26.96],0.6453145577940013,13,23,250.0,3894668,36,2.0,2,0.3681129131315105,0.38049927914388576,-0.030486132173971555,-0.016722518217245543,-0.03797124061372484,34,4.327,2.164,0.056,RAM_FR1
1704,[18.73 25.58 -2.13],0.7608088447882245,13,27,250.0,3894668,36,2.0,2,0.7583833987388318,0.3450565326589051,0.14461061950610826,0.14103040202779016,0.1206952562395469,34,4.327,2.164,0.056,RAM_FR1
1705,[ 20.19  24.29 -10.24],0.28479121640704896,13,33,250.0,3894668,36,2.0,2,0.1556332241569635,-0.10920623980171107,-0.04110516162049918,-0.08383064017353528,-0.08510048377404338,34,4.327,2.164,0.056,RAM_FR1
1706,[-25.6   -1.99 -25.07],0.3663329266468285,12,0,250.0,503508,76,1.0,5,0.8031219804506099,0.7724154980477456,0.03424585868467292,0.3084445533280953,0.2630772636319218,71,0.559,0.559,0.066,RAM_CatFR1
1707,[-30.21   0.05 -25.17],0.1832677067520248,12,1,250.0,503508,76,1.0,5,0.7134169104613599,0.2288967851771733,0.0990040870683104,0.29644811317132463,0.366914256218544,71,0.559,0.559,0.066,RAM_CatFR1
1708,[-41.72  49.33   1.95],0.42297689066757305,12,34,250.0,503508,76,1.0,5,0.6791441021265948,0.3970974415553966,0.15271720398996136,0.5088447480537229,0.5187537769388478,71,0.559,0.559,0.066,RAM_CatFR1
1709,[-50.47  -8.97  25.12],0.4561421658653884,12,38,250.0,503508,76,1.0,5,0.4127367455513943,0.1391520184226738,0.2507016152844671,0.19627485523489446,0.2074648024121437,71,0.559,0.559,0.066,RAM_CatFR1
1710,[-42.34  36.82  19.33],0.029152836750156313,12,36,250.0,503508,76,1.0,5,0.7388895095408917,0.4695975442255453,0.5406615924029529,0.5155788543052311,0.52618628311355,71,0.559,0.559,0.066,RAM_CatFR1
1711,[-46.16  -1.31  31.9 ],0.14172305739018806,12,37,250.0,503508,76,1.0,5,0.32343310333608866,0.13530218530651822,0.21903793642915986,0.18967726884413,0.18599677098768413,71,0.559,0.559,0.066,RAM_CatFR1
1712,[-57.98 -30.67   3.31],0.5486455702658906,12,41,250.0,503508,76,1.0,5,0.38738851285452586,0.4206145301373956,0.17487487543041258,0.17307451093348633,0.18129349706805087,71,0.559,0.559,0.066,RAM_CatFR1
1713,[-55.96 -24.17  10.37],0.4079253428815988,12,40,250.0,503508,76,1.0,5,0.4046963949440765,0.1260836375156747,-0.0018683438406441727,0.18454143505960816,0.22294651151509168,71,0.559,0.559,0.066,RAM_CatFR1
1714,[-52.69 -16.43  17.83],0.1863380268409103,12,39,250.0,503508,76,1.0,5,0.5156347232796985,0.23904263630412825,0.13374503973266494,0.2778621276757658,0.29096683286547137,71,0.559,0.559,0.066,RAM_CatFR1
1715,[-43.72  42.2   10.18],0.6891683382142262,12,35,250.0,503508,76,1.0,5,0.8300261558455562,0.3347932904556887,0.31120090093817904,0.2521931593025481,0.2563319590700317,71,0.559,0.559,0.066,RAM_CatFR1
1716,[-58.08 -37.61  -3.97],0.2303339274452796,12,42,250.0,503508,76,1.0,5,0.425773212355975,0.5075938605095702,0.1550472069709301,0.2335238649453511,0.23711208217938265,71,0.559,0.559,0.066,RAM_CatFR1
1717,[-29.47 -13.92 -18.92],0.4734230311202239,12,45,250.0,503508,76,1.0,5,0.6285009691360691,0.5841357468964409,0.27072157679731634,0.3744822870124544,0.4041905099428543,71,0.559,0.559,0.066,RAM_CatFR1
1718,[-25.76 -15.61 -19.71],0.5399041833278279,12,44,250.0,503508,76,1.0,5,0.8384556865803466,0.7166234236172041,0.7785748024239867,0.4326121935079397,0.4607100272885333,71,0.559,0.559,0.066,RAM_CatFR1
1719,[-20.88 -16.54 -20.19],0.2381151819716236,12,43,250.0,503508,76,1.0,5,0.8602973261581478,0.7581382407035753,0.06926820895223693,0.3763761741667643,0.4035169445703324,71,0.559,0.559,0.066,RAM_CatFR1
1720,[-34.23 -12.17 -17.39],0.08285528435215016,12,46,250.0,503508,76,1.0,5,0.44387824937152504,-0.10794106523909663,0.41044541067047496,0.38415218898519776,0.3959190051748447,71,0.559,0.559,0.066,RAM_CatFR1
1721,[-57.94 -11.77 -37.26],0.3030609599210464,12,48,250.0,503508,76,1.0,5,0.6062398840820782,0.5174386384557419,0.09360895134385344,0.3994917108948229,0.4052036178767153,71,0.559,0.559,0.066,RAM_CatFR1
1722,[-59.69  -5.91 -27.58],0.17827940778782594,12,49,250.0,503508,76,1.0,5,0.4590416412259384,0.6052201953101716,0.020598550254400844,0.10563354100349462,0.11823684029152395,71,0.559,0.559,0.066,RAM_CatFR1
1723,[-33.29 -24.65 -49.21],0.2796901863671385,12,47,250.0,503508,76,1.0,5,0.6913965550909859,0.5225260361792109,0.08420155147897687,0.30621180534664155,0.3252380524062646,71,0.559,0.559,0.066,RAM_CatFR1
1724,[-41.22  31.94 -42.18],0.2867597587874865,12,7,250.0,503508,76,1.0,5,0.8049155162282238,0.4014075478235553,-0.003626464807921874,0.4797303316424135,0.3196923092995592,71,0.559,0.559,0.066,RAM_CatFR1
1725,[-36.54  36.75  23.87],0.30966914890011304,12,27,250.0,503508,76,1.0,5,0.21332286350698065,0.18828534724528126,0.014145995029665591,0.10031710631255968,0.12224053214707364,71,0.559,0.559,0.066,RAM_CatFR1
1726,[-33.93   1.74 -24.37],0.6009246578786693,12,2,250.0,503508,76,1.0,5,0.6588073741905938,0.1487496640713412,0.3887777907641538,0.2508243371749204,0.26770593867866,71,0.559,0.559,0.066,RAM_CatFR1
1727,[-52.77 -32.47 -47.41],0.04931551647877444,12,52,250.0,503508,76,1.0,5,0.2972188851254733,0.2891741985160856,0.051095825076665054,0.29261164908050835,0.29454650968139834,71,0.559,0.559,0.066,RAM_CatFR1
1728,[-59.22 -20.77 -30.1 ],0.14482432468630052,12,54,250.0,503508,76,1.0,5,0.4892824656948751,0.1117976039909925,0.16430058705013614,0.284987220586536,0.2861437151576256,71,0.559,0.559,0.066,RAM_CatFR1
1729,[-30.81 -32.26 -50.67],0.5757665958142774,12,6,250.0,503508,76,1.0,5,0.7261581685136093,0.6775548873400268,0.3321444986185358,0.42343731158845227,0.4293843544788131,71,0.559,0.559,0.066,RAM_CatFR1
1730,[-57.94  -0.51 -19.27],0.17862701458950736,12,50,250.0,503508,76,1.0,5,0.20990099161110615,0.10529784692880237,0.05043127483438292,0.16284361757767668,0.1809621920833124,71,0.559,0.559,0.066,RAM_CatFR1
1731,[-46.88 -39.39 -53.42],0.008055133626412966,12,51,250.0,503508,76,1.0,5,0.39148689193992103,0.3577590462276655,-0.0008308024311249698,0.21047744143106897,0.2267479089961064,71,0.559,0.559,0.066,RAM_CatFR1
1732,[-51.96 -47.73 -48.29],0.035169631159025244,12,57,250.0,503508,76,1.0,5,0.3669343275413666,0.3819149284340251,0.0073848161107103955,0.2009736122411856,0.20667124823202496,71,0.559,0.559,0.066,RAM_CatFR1
1733,[-46.89  22.92  -8.22],0.0986032030950836,12,17,250.0,503508,76,1.0,5,0.6519730738343802,0.3936327464103356,-0.02660383842580729,0.2153954089162884,0.219451635892846,71,0.559,0.559,0.066,RAM_CatFR1
1734,[-59.36 -14.6  -21.  ],0.2264432062364608,12,55,250.0,503508,76,1.0,5,0.5208765028684971,0.6188203826066679,0.06886020924028903,0.22238687276522195,0.246299459375325,71,0.559,0.559,0.066,RAM_CatFR1
1735,[-32.01  44.83  28.42],0.042285871745186256,12,26,250.0,503508,76,1.0,5,0.16871084184976315,0.07828846502875539,0.11395853611177804,0.17716391817912627,0.18599604533590988,71,0.559,0.559,0.066,RAM_CatFR1
1736,[-57.56  -8.52 -10.84],0.1192778606675078,12,56,250.0,503508,76,1.0,5,0.2659730103925533,-0.12411166852834128,-0.03539609306502413,0.06757333098788504,0.0852367604734783,71,0.559,0.559,0.066,RAM_CatFR1
1737,[-56.98 -26.74 -39.76],0.11570701799005098,12,53,250.0,503508,76,1.0,5,0.5945930462319309,0.34265605586176096,0.216746999785846,0.4217373062224454,0.4309981276608381,71,0.559,0.559,0.066,RAM_CatFR1
1738,[-39.93  29.07  18.74],0.07189201106447769,12,28,250.0,503508,76,1.0,5,0.37087320773917337,0.08616805821915735,0.12662648099575458,0.161665315584006,0.17191040823269738,71,0.559,0.559,0.066,RAM_CatFR1
1739,[-24.38 -40.24 -51.74],0.21288003462468025,12,5,250.0,503508,76,1.0,5,0.6062430807841961,0.6223610886814476,0.28600603589773765,0.37530794811876,0.3832631822740118,71,0.559,0.559,0.066,RAM_CatFR1
1740,[-40.51 -18.   -48.55],0.40963878470168297,12,58,250.0,503508,76,1.0,5,0.5349576772683119,0.3970850704038106,0.09134065756940786,0.4163919223289607,0.4207458764643733,71,0.559,0.559,0.066,RAM_CatFR1
1741,[-26.15  52.11  32.95],0.10032433444136066,12,25,250.0,503508,76,1.0,5,0.6518949252796489,0.07247856133936707,0.3914004758956611,0.3516502005287212,0.3519163138243442,71,0.559,0.559,0.066,RAM_CatFR1
1742,[-15.86  47.07  -9.1 ],0.11688112189298328,12,31,250.0,503508,76,1.0,5,0.5505942118013402,0.7562635099150009,0.3572439754376053,0.4246936433735712,0.4471818441731694,71,0.559,0.559,0.066,RAM_CatFR1
1743,[-56.1  -41.86 -41.45],0.2388047369452257,12,59,250.0,503508,76,1.0,5,0.6321681902444489,0.662767952683349,0.05254860033368389,0.34807332309670364,0.3518374186986216,71,0.559,0.559,0.066,RAM_CatFR1
1744,[-52.83  -5.14   9.29],0.12404502735573494,12,13,250.0,503508,76,1.0,5,0.5839566262885328,0.04919577962092468,0.1628135923254939,0.2845529040047836,0.3371017179436517,71,0.559,0.559,0.066,RAM_CatFR1
1745,[-59.05 -34.91 -33.36],0.22314325163059226,12,60,250.0,503508,76,1.0,5,0.4607623961212735,0.3656911600716679,0.1856526462284114,0.2665951869509341,0.26359124774385595,71,0.559,0.559,0.066,RAM_CatFR1
1746,[-60.33 -29.15 -23.64],0.4060110660033008,12,61,250.0,503508,76,1.0,5,0.4436037305313304,0.25545863446684763,0.08764142752649041,0.14749607298926162,0.1616544702409124,71,0.559,0.559,0.066,RAM_CatFR1
1747,[-48.62   9.46   8.17],0.03032940932378298,12,19,250.0,503508,76,1.0,5,0.5321772626678428,0.2671107789428958,0.3631484751730738,0.2312421716435578,0.2555181030148624,71,0.559,0.559,0.066,RAM_CatFR1
1748,[-50.71   1.84  16.46],0.21618458601368667,12,20,250.0,503508,76,1.0,5,0.3477103206180327,0.22255503657046916,0.09060132094749274,0.2438649671347809,0.2485843819455211,71,0.559,0.559,0.066,RAM_CatFR1
1749,[-47.22  29.19 -35.  ],0.1011501696918173,12,8,250.0,503508,76,1.0,5,0.488772595040584,0.4944377011366947,0.1961292408746105,0.5633922260092042,0.3342203404116776,71,0.559,0.559,0.066,RAM_CatFR1
1750,[-4.21 63.88 -8.06],0.024658183367431055,12,29,250.0,503508,76,1.0,5,0.4297154534085314,0.15590848415647462,0.25608039698009066,0.3264144781359424,0.3341581944457218,71,0.559,0.559,0.066,RAM_CatFR1
